,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
859,151522455,11/29/2015,11/29/2015,1500,,N Hollywood,1503,888,TRESPASSING,1501,39.0,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,888.0,,,,6600    BELLINGHAM                   AV,,"(34.1903, -118.3987)"
860,151522459,11/29/2015,11/29/2015,1715,,N Hollywood,1541,210,ROBBERY,0400 0104 0325 1402 1420 1414 0945 0344,0.0,X,X,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,4800    WHITSETT                     AV,,"(34.1638, -118.4087)"
861,151522462,11/29/2015,11/29/2015,1330,,N Hollywood,1526,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0561 0400 0447 0913,51.0,F,H,101.0,STREET,306.0,ROCK/THROWN OBJECT,JA,Juv Arrest,230.0,,,,11600    FRIAR                        ST,,"(34.1858, -118.3847)"
862,151522463,11/29/2015,11/29/2015,1350,,N Hollywood,1527,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
863,151522464,11/29/2015,11/29/2015,1630,,N Hollywood,1527,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
864,151522465,11/29/2015,11/29/2015,1455,,N Hollywood,1526,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325,0.0,M,O,248.0,CELL PHONE STORE,,,IC,Invest Cont,341.0,,,,6000    LANKERSHIM                   BL,,"(34.1794, -118.3834)"
865,151522466,11/29/2015,11/27/2015,50,,N Hollywood,1541,330,BURGLARY FROM VEHICLE,0344,57.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,4900    WHITSETT                     AV,,"(34.1638, -118.4087)"
866,151522467,11/28/2015,11/28/2015,830,,N Hollywood,1589,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,23.0,M,O,102.0,SIDEWALK,,,IC,Invest Cont,331.0,,,,3800    BARHAM                       BL,,"(34.1432, -118.3414)"
867,151522468,11/29/2015,11/29/2015,1000,,N Hollywood,1599,121,"RAPE, FORCIBLE",0444 0500 0537 1402 1822 0400 0518 1415 1206 0408,25.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,998.0,,,3500    MULTIVIEW                    DR,,"(34.1275, -118.3603)"
868,151522469,11/29/2015,11/29/2015,2250,,N Hollywood,1591,900,VIOLATION OF COURT ORDER,0561,61.0,F,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900.0,,,,11200    BRIARCLIFF                   LN,,"(34.1256, -118.3788)"
869,151522470,11/29/2015,11/27/2015,1300,,N Hollywood,1567,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,10600    LANDALE                      ST,,"(34.1512, -118.3615)"
870,101927192,12/23/2010,12/22/2010,2000,19.0,Mission,1904,330,BURGLARY FROM VEHICLE,0344 1307,44.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,BLEDSOE,OLIVE VIEW,"(34.3236, -118.4448)"
871,151522471,11/29/2015,11/29/2015,1530,,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,5200    LANKERSHIM                   BL,,"(34.1649, -118.3746)"
872,151522472,11/29/2015,11/29/2015,2030,,N Hollywood,1514,761,BRANDISH WEAPON,0334 2000 1402 1814 1813 1420,24.0,M,B,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,6900    LAUREL CANYON                BL,,"(34.1959, -118.3965)"
873,151522473,11/29/2015,11/28/2015,1200,,N Hollywood,1525,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,59.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,5900    COLFAX                       AV,,"(34.1826, -118.3916)"
874,151522474,11/29/2015,11/28/2015,2330,,N Hollywood,1519,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,6700    CLYBOURN                     AV,,"(34.1922, -118.3637)"
875,151522475,11/29/2015,11/27/2015,1600,,N Hollywood,1543,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,12400    BURBANK                      BL,,"(34.1722, -118.4031)"
876,151522479,11/30/2015,11/29/2015,2000,,N Hollywood,1591,330,BURGLARY FROM VEHICLE,0344 1601,45.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,3800    SUNSWEPT                     DR,,"(34.1401, -118.4071)"
877,151522486,11/30/2015,11/12/2015,1200,,N Hollywood,1526,354,THEFT OF IDENTITY,1822,53.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6000    HAZELHURST                   PL,,"(34.1794, -118.3856)"
878,151522487,11/30/2015,11/23/2015,1200,,N Hollywood,1522,649,DOCUMENT FORGERY / STOLEN FELONY,1822,20.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,7000    COLDWATER CANYON             AV,,"(34.1936, -118.4166)"
879,151522488,11/30/2015,11/29/2015,2000,,N Hollywood,1526,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,40.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,11600    VICTORY                      BL,,"(34.1867, -118.3851)"
880,151522489,11/30/2015,11/29/2015,2100,,N Hollywood,1548,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,32.0,F,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331.0,,,,11100    WEDDINGTON                   ST,,"(34.167, -118.3724)"
881,151522490,11/30/2015,11/30/2015,404,,N Hollywood,1511,310,BURGLARY,1607 0325 0344 1420 0378 0216,0.0,M,W,248.0,CELL PHONE STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,13100    SHERMAN                      WY,,"(34.2037, -118.421)"
882,151522491,11/30/2015,11/28/2015,1400,,N Hollywood,1581,510,VEHICLE - STOLEN,,0.0,,,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,510.0,,,,4300    LAUREL CANYON                BL,,"(34.1478, -118.4071)"
883,102117890,09/24/2010,09/24/2010,1600,21.0,Topanga,2143,850,INDECENT EXPOSURE,0529,52.0,F,W,101.0,STREET,,,IC,Invest Cont,850.0,,,,SYLVAN,FALLBROOK,"(34.1847, -118.6234)"
884,151522492,11/30/2015,11/30/2015,430,,N Hollywood,1569,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,4100 E  CAHUENGA                     BL,,"(34.1437, -118.3614)"
885,151522497,11/30/2015,09/11/2015,800,,N Hollywood,1521,624,BATTERY - SIMPLE ASSAULT,0444 0448,15.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7000    FULTON                       AV,,"(34.1976, -118.4225)"
886,151522498,11/30/2015,11/28/2015,1850,,N Hollywood,1549,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,FAIR,BURBANK,"(34.1695, -118.3659)"
887,151522499,11/30/2015,11/24/2015,140,,N Hollywood,1585,354,THEFT OF IDENTITY,1822 0928,42.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4200    ARCH                         DR,,"(34.1416, -118.3732)"
888,151522500,11/30/2015,11/22/2015,1300,,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 0352,77.0,M,O,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
889,151522503,11/30/2015,11/24/2015,600,,N Hollywood,1596,330,BURGLARY FROM VEHICLE,0344,26.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,10800    FRUITLAND                    DR,,"(34.1387, -118.3658)"
890,151522504,11/30/2015,11/30/2015,250,,N Hollywood,1569,310,BURGLARY,0344 1607 0330 1420 0218 0321 0216 0354,34.0,M,W,210.0,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,310.0,,,,4100 E  CAHUENGA                     BL,,"(34.1437, -118.3614)"
891,151522505,11/30/2015,11/30/2015,1555,,N Hollywood,1505,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,25.0,M,H,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
892,151522509,11/30/2015,11/20/2015,700,,N Hollywood,1549,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,54.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,5300    LANKERSHIM                   BL,,"(34.1706, -118.378)"
893,151522510,11/30/2015,10/17/2015,1715,,N Hollywood,1591,354,THEFT OF IDENTITY,1822 0922 0929,44.0,M,F,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4000    ALTA MESA                    DR,,"(34.1346, -118.4094)"
894,151522511,11/30/2015,11/01/2015,900,,N Hollywood,1543,354,THEFT OF IDENTITY,1822,51.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5400    CORTEEN                      PL,,"(34.1685, -118.4019)"
895,151522512,11/30/2015,11/01/2015,1500,,N Hollywood,1506,354,THEFT OF IDENTITY,1822 0928,33.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7300    BAKMAN                       AV,,"(34.203, -118.3779)"
896,151522514,11/30/2015,11/28/2015,1730,,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
897,151522515,11/30/2015,11/29/2015,1800,,N Hollywood,1591,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,47.0,F,B,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
898,151522516,11/30/2015,10/28/2015,2200,,N Hollywood,1505,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,70.0,M,B,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,7300    LANKERSHIM                   BL,,"(34.2031, -118.3878)"
899,151522517,11/30/2015,10/15/2015,1200,,N Hollywood,1517,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,30.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6600    ELMER                        AV,,"(34.1903, -118.3768)"
900,151522518,11/30/2015,10/15/2015,1200,,N Hollywood,1517,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,10.0,M,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627.0,,,,6600    ELMER                        AV,,"(34.1903, -118.3768)"
901,151522519,11/30/2015,10/15/2015,1200,,N Hollywood,1517,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1258 0552,6.0,M,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627.0,,,,6600    ELMER                        AV,,"(34.1903, -118.3768)"
902,151522522,11/30/2015,10/05/2015,1700,,N Hollywood,1545,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0444 2000,32.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5300    BEN                          AV,,"(34.1667, -118.3943)"
903,151522523,11/29/2015,11/16/2015,700,,N Hollywood,1516,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,6600    TROOST                       AV,,"(34.1903, -118.3866)"
904,151522525,11/30/2015,11/27/2015,2130,,N Hollywood,1512,330,BURGLARY FROM VEHICLE,0344,40.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,12700    BARBARA ANN                  ST,,"(34.2003, -118.4094)"
905,151522528,11/30/2015,11/29/2015,2100,,N Hollywood,1546,480,BIKE - STOLEN,0344,26.0,M,W,146.0,PATIO*,,,IC,Invest Cont,480.0,,,,11600    MAGNOLIA                     BL,,"(34.1649, -118.3851)"
906,151522529,11/30/2015,11/23/2015,2100,,N Hollywood,1588,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,64.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,3300    TROY                         DR,,"(34.1317, -118.3473)"
907,151522531,12/01/2015,12/01/2015,310,,N Hollywood,1569,310,BURGLARY,1609 1420 1601 0206 0216,0.0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,10000    RIVERSIDE                    DR,,"(34.1522, -118.3492)"
908,151522532,12/01/2015,12/01/2015,200,,N Hollywood,1521,624,BATTERY - SIMPLE ASSAULT,0416 0913,39.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,13100    SHERMAN                      WY,,"(34.2012, -118.4182)"
909,151522533,11/30/2015,11/12/2015,1500,,N Hollywood,1553,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,59.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,11400    RIVERSIDE                    DR,,"(34.1577, -118.3796)"
910,151522537,12/01/2015,11/30/2015,2355,,N Hollywood,1511,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,7300    ETHEL                        AV,,"(34.2031, -118.4182)"
911,151522539,12/01/2015,11/30/2015,1900,,N Hollywood,1525,510,VEHICLE - STOLEN,,0.0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,11700    HAMLIN                       ST,,"(34.1888, -118.3877)"
912,151522540,12/01/2015,11/30/2015,100,,N Hollywood,1566,330,BURGLARY FROM VEHICLE,0344 1609,23.0,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,4400    ENSIGN                       AV,,"(34.1504, -118.3712)"
913,151522549,12/01/2015,11/17/2015,1200,,N Hollywood,1569,354,THEFT OF IDENTITY,1822,56.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4400    MARIOTA                      AV,,"(34.1504, -118.3506)"
914,151522551,12/01/2015,11/30/2015,945,,N Hollywood,1525,330,BURGLARY FROM VEHICLE,0344 1601,25.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,11800    VICTORY                      BL,,"(34.1867, -118.3899)"
915,151522552,12/01/2015,11/29/2015,1900,,N Hollywood,1545,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,60.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,11900    HARTSOOK                     ST,,"(34.164, -118.3921)"
916,151522556,12/01/2015,12/01/2015,1130,,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44.0,F,B,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
917,151522557,12/01/2015,12/01/2015,915,,N Hollywood,1548,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,22.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,,,,5200    BLAKESLEE                    AV,,"(34.1649, -118.3724)"
918,151522558,12/01/2015,10/28/2015,1200,,N Hollywood,1505,354,THEFT OF IDENTITY,0930 1822,38.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11600    VALERIO                      ST,,"(34.2049, -118.3845)"
919,151522559,12/01/2015,12/01/2015,915,,N Hollywood,1521,624,BATTERY - SIMPLE ASSAULT,0444,61.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VANOWEN,FULTON,"(34.194, -118.4225)"
920,151522562,12/01/2015,11/30/2015,1800,,N Hollywood,1538,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5900    TUJUNGA                      AV,,"(34.1776, -118.379)"
921,151522565,12/01/2015,11/07/2015,1100,,N Hollywood,1501,310,BURGLARY,0344,50.0,M,O,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,12900    SATICOY                      ST,,"(34.2066, -118.4144)"
922,151522566,12/01/2015,11/27/2015,800,,N Hollywood,1549,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,11100    BURBANK                      BL,,"(34.1722, -118.3727)"
923,151522571,12/01/2015,11/30/2015,1900,,N Hollywood,1526,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1402,36.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,998.0,,,11600    HAMLIN                       ST,,"(34.1886, -118.3847)"
924,151522574,12/02/2015,11/01/2015,1300,,N Hollywood,1531,354,THEFT OF IDENTITY,0100 0930,31.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5900    WHITSETT                     AV,,"(34.174, -118.4095)"
925,151522576,12/01/2015,12/01/2015,2000,,N Hollywood,1511,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325 1414,0.0,M,W,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,13000    SHERMAN                      WY,,"(34.2037, -118.421)"
926,151522578,12/01/2015,12/01/2015,2255,,N Hollywood,1519,210,ROBBERY,0344 0104 0325 0416 1402 1414 0315 0945,0.0,M,W,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,6700    VINELAND                     AV,,"(34.1922, -118.3703)"
927,151522579,12/01/2015,12/01/2015,1900,,N Hollywood,1567,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1813 1414 0913,25.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236.0,,,,10700    MOORPARK                     ST,,"(34.1504, -118.3636)"
928,151522580,12/01/2015,12/01/2015,2115,,N Hollywood,1533,626,INTIMATE PARTNER - SIMPLE ASSAULT,0906 2000 0416,21.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,OXNARD,HOLLYWOOD                    FY,"(34.1794, -118.3951)"
929,101222248,08/24/2010,08/13/2010,2330,12.0,77th Street,1203,330,BURGLARY FROM VEHICLE,0344,20.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,52ND,WESTERN,"(33.9951, -118.3089)"
930,151522583,12/01/2015,12/01/2015,2130,,N Hollywood,1555,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0444 0429,63.0,M,W,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,11000    MAGNOLIA                     BL,,"(34.1649, -118.3706)"
931,151522584,12/02/2015,12/01/2015,1830,,N Hollywood,1515,330,BURGLARY FROM VEHICLE,0344 0321 1601 1402,52.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,998.0,,,6800    HINDS                        AV,,"(34.194, -118.3911)"
932,151522586,12/01/2015,12/01/2015,1735,,N Hollywood,1547,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1310 0416 0334 1304 1822 0919 0411 0421,39.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,BURBANK,LANKERSHIM,"(34.1722, -118.379)"
933,151522587,12/01/2015,12/01/2015,1830,,N Hollywood,1549,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0605,21.0,M,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,CHANDLER,VINELAND,"(34.1687, -118.3703)"
934,101418945,08/17/2010,08/16/2010,2005,14.0,Pacific,1489,330,BURGLARY FROM VEHICLE,0344,26.0,F,B,101.0,STREET,,,AA,Adult Arrest,330.0,,,,95TH,LA CIENEGA,"(33.9503, -118.3703)"
935,151522588,12/01/2015,12/01/2015,1325,,N Hollywood,1562,903,CONTEMPT OF COURT,0913,33.0,F,W,101.0,STREET,,,AO,Adult Other,903.0,,,,12800    MOORPARK                     ST,,"(34.1533, -118.4058)"
936,151522589,12/01/2015,12/01/2015,1350,,N Hollywood,1555,624,BATTERY - SIMPLE ASSAULT,0416 0913,32.0,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,MAGNOLIA,TUJUNGA,"(34.1649, -118.379)"
937,151522590,11/30/2015,11/29/2015,2200,,N Hollywood,1508,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,55.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,7500    CARTWRIGHT                   AV,,"(34.2067, -118.3638)"
938,151522591,12/01/2015,12/01/2015,1545,,N Hollywood,1523,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,28.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,12800    BESSEMER                     ST,,"(34.1803, -118.4116)"
939,151522592,12/01/2015,11/30/2015,1645,,N Hollywood,1512,310,BURGLARY,0344 1607,0.0,M,W,251.0,RECYCLING CENTER,,,IC,Invest Cont,310.0,,,,7300    COLDWATER CANYON             AV,,"(34.203, -118.4138)"
940,151522593,12/01/2015,11/20/2015,1200,,N Hollywood,1569,354,THEFT OF IDENTITY,1822,56.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4400    MARIOTA                      AV,,"(34.1504, -118.3506)"
